sensor_a,sensor_b,y
1.7093722550198436,1.7093722550198436,7.128116765059531
3.874118178151548,3.874118178151548,13.622354534454644
3.2735782898962498,3.2735782898962498,11.82073486968875
0.31929157488048077,0.31929157488048077,2.9578747246414423
0.3706919550895691,0.3706919550895691,3.1120758652687073
2.1775773307308555,2.1775773307308555,8.532731992192566
1.7930483082309365,1.7930483082309365,7.37914492469281
2.293590650893748,2.293590650893748,8.880771952681243
0.8547300305217505,0.8547300305217505,4.564190091565251
2.2832858711481094,2.2832858711481094,8.849857613444328
0.21052514016628265,0.21052514016628265,2.631575420498848
0.345527159050107,0.345527159050107,3.036581477150321
3.9909536940976977,3.9909536940976977,13.972861082293093
2.9096153853461146,2.9096153853461146,10.728846156038344
1.2060016179457307,1.2060016179457307,5.618004853837192
0.5018855091184378,0.5018855091184378,3.5056565273553133
0.599449411034584,0.599449411034584,3.798348233103752
2.4396840762346983,2.4396840762346983,9.319052228704095
2.8659260412678123,2.8659260412678123,10.597778123803437
0.6646852483972907,0.6646852483972907,3.994055745191872
0.28304691705852747,0.28304691705852747,2.8491407511755824
2.2061952045187354,2.2061952045187354,8.618585613556206
1.4602921912446618,1.4602921912446618,6.380876573733985
2.4990131789818406,2.4990131789818406,9.497039536945522
0.7013969458639622,0.7013969458639622,4.1041908375918865
3.2640486899763346,3.2640486899763346,11.792146069929004
1.1547478716820478,1.1547478716820478,5.4642436150461435
1.9058986632153392,1.9058986632153392,7.7176959896460176
1.6249260380864143,1.6249260380864143,6.874778114259243
1.3040895787999034,1.3040895787999034,5.91226873639971
1.0270345639437437,1.0270345639437437,5.081103691831231
1.373383628204465,1.373383628204465,6.120150884613395
2.470886937342584,2.470886937342584,9.412660812027752
3.7770161740481853,3.7770161740481853,13.331048522144556
2.6650634445250034,2.6650634445250034,9.99519033357501
0.1421517701819539,0.1421517701819539,2.4264553105458617
3.778177755884826,3.778177755884826,13.334533267654479
0.3224060069769621,0.3224060069769621,2.9672180209308863
0.9446908934041858,0.9446908934041858,4.834072680212557
2.1479524187743664,2.1479524187743664,8.4438572563231
2.5595538578927517,2.5595538578927517,9.678661573678255
2.412176761776209,2.412176761776209,9.236530285328627
2.8888682229444385,2.8888682229444385,10.666604668833315
1.8010103926062584,1.8010103926062584,7.403031177818775
2.3191726924851537,2.3191726924851537,8.957518077455461
3.479351030662656,3.479351030662656,12.438053091987967
1.4965040078386664,1.4965040078386664,6.489512023515999
3.175061007961631,3.175061007961631,11.525183023884892
