a,b,y
-1.0751535100862384,0.25007203314453363,4.674349795117449
0.602546633221209,0.16501554939895868,2.7033623080140807
0.7967427978292108,2.5944824060425162,5.299103730976538
-0.8805516371503472,0.33816727716475725,3.8314246673833816
-1.6094326386228204,0.04019635450094938,7.948813287435353
-1.5419913372024894,2.6492229094728827,9.525947809196357
1.6817704094573855,1.0381088508293033,9.318531184966952
1.7575459694489837,1.0103497607633471,9.92180261195396
0.8720147432759404,1.5700263539329171,4.7810043931237844
-0.2906277449801564,2.874118178151548,4.20200930928664
1.2735782898962498,-0.6807084251195192,5.048237245092519
-1.629308044910431,1.1775773307308555,9.013209157088324
-0.20695169176906347,1.2935906508937478,2.837662127257584
-1.1452699694782495,1.2832858711481094,5.874572624091393
-1.7894748598337173,-0.654472840949893,8.861750384784651
1.9909536940976977,1.9096153853461146,12.741044177175937
-0.7939983820542693,-0.49811449088156223,2.814548640986264
-1.400550588965416,1.4396840762346983,7.559447946391055
0.8659260412678123,-0.3353147516027093,3.23133518018762
-1.7169530829414725,1.2061952045187354,9.739983097268334
-0.5397078087553382,1.4990131789818406,3.5982933883810455
-1.2986030541360378,2.2640486899763346,7.5585266932885355
-0.8452521283179522,0.9058986632153392,4.1394017155947385
-0.37507396191358566,0.3040895787999034,2.280904807613252
-0.9729654360562563,0.3733836282044649,4.270695077987909
0.47088693734258413,2.7770161740481853,4.453775757862257
0.6650634445250034,-0.8578482298180461,2.0752639407298727
1.7781777558848262,-0.6775939930230379,8.7465235212382
-1.0553091065958142,1.1479524187743664,5.291187480133226
0.5595538578927517,1.4121767617762089,3.5811826571393555
0.8888682229444385,0.8010103926062584,4.237016436709975
0.3191726924851537,2.479351030662656,3.9279717228378583
-0.5034959921613336,2.175061007961631,4.048468520263366
1.248704626224935,0.17471216898411512,5.582001519720623
-1.705019316636026,0.8265911564230919,9.338291013383225
-0.9465932566672564,1.893865873105824,5.365585803047673
-1.2638110620900989,0.4895102083683014,5.92493232828177
0.46314792055636644,2.788254825398326,4.445418251476308
1.7036067238077521,1.0302090588957071,9.489629333683723
1.9911557603627443,0.013774987310171127,11.226303018709908
-1.8520902264863253,0.3215177534148097,10.189785899642649
-0.6481581069529057,-0.6399658126756549,2.196288785720534
0.7179959891363978,-0.6840980583801866,2.389965330294141
1.949089844711125,2.970502353273332,13.193884817233153
1.3688999488949776,0.000951811671257019,6.198090417540219
1.6610394045710564,-0.46960130985826254,7.946043520604036
-0.5945533709600568,-0.7250382984057069,1.9683542674833552
-0.6519262017682195,0.872434938326478,3.4179666047858315
1.5003422871232033,0.3643353758379817,7.393933049142588
-1.460475598461926,1.7371003264561296,8.208853798051434
-1.585536751896143,0.08810638543218374,7.803909408217838
-0.24314058106392622,2.220230644568801,3.61806613683929
1.450968218035996,2.0630752351135015,8.40320123549213
-1.1664899913594127,2.93151571508497,7.310889931928014
0.555509346537292,1.9536168267950416,4.003510983252728
-1.023343096487224,-0.1182723343372345,4.118736756037556
1.2675287146121264,-0.5984878828749061,5.077119395379121
-0.6087457928806543,0.5500376867130399,3.0294016062101834
0.9595006266608834,-0.5691651226952672,3.4542073879940935
1.3507670918479562,2.349130053073168,7.958276209865058
-0.7728679114952683,1.4208399904891849,4.2702515330770865
-1.1973464330658317,0.7965847132727504,5.778000124479329
-1.662205527536571,1.5531561821699142,9.573550263591445
0.35804007947444916,0.5479396330192685,2.4460141828395825
1.218160499818623,-0.07532948534935713,5.201132419684572
-0.46434683352708817,0.8209105841815472,2.8742116236811577
-0.2655707085505128,1.3055070834234357,2.9136723897148
-1.3758250400424004,2.0657473765313625,7.895544799163504
0.8781192442402244,1.0303464410826564,4.37490132991818
0.6409417223185301,-0.1083614882081747,2.599245908814205
-1.9397548148408532,1.010785035789013,11.538985008707064
-1.2092385394498706,0.7538188323378563,5.81247389456834
0.20465737488120794,0.61837756074965,2.2952251872235614
1.1119109699502587,1.022204170934856,5.484993748977625
1.4429427366703749,-0.3853330658748746,6.388734526443598
0.01721047330647707,1.3019243571907282,2.742250366692022
-1.3790294099599123,2.1835123682394624,8.010942967074092
-1.5918713109567761,2.516977321356535,9.795312106638615
-1.806597108952701,1.2815518528223038,10.558344956040862
0.202911626547575,2.217809224501252,3.57306288725264
0.06762982811778784,0.03343268670141697,1.7377232541241132
1.6375138191506267,2.3833265649154782,10.042144870914633
0.9417601637542248,1.939462381415069,5.380159199614577
-0.3183264918625355,1.5896818228065968,3.2149416712568986
-0.8153062630444765,0.07006832212209702,3.351392983840596
1.5893396148458123,2.3950913827866316,9.678474093393069
0.5193951651453972,0.12224109563976526,2.4452440866952068
0.8089605337008834,-0.5827254010364413,2.8044208273763305
-1.9944772413000464,-0.7593247750774026,10.6395948984913
-0.9273053305223584,2.8603104008361697,6.051996743105368
-1.0926916552707553,1.8813524134457111,6.070622059152593
-1.9822856104001403,0.8031564559787512,11.773220143661696
-1.1094223959371448,-0.8976583080366254,3.935836679827295
0.17710110917687416,1.555827491916716,3.019937520425403
0.18676927406340837,-0.6574616730213165,1.257749289744961
1.8342764945700765,-0.6525518028065562,9.252927178232245
-1.0043879710137844,2.197646408341825,5.879225597834708
0.6467059636488557,2.3845547419041395,4.611392441728899
0.09771554544568062,0.48077634908258915,2.1075370660382635
1.6977232052013278,0.23942920193076134,8.808977157094375
0.3090336974710226,-0.0826689163222909,1.8630692497564347
1.7226058300584555,-0.06770262122154236,8.767527932826079
1.139998471364379,-0.6154818022623658,4.326646193501597
1.0440250746905804,0.49649754632264376,4.713170092856528
-0.5515039581805468,0.8824342750012875,3.1359232981341747
-0.6671859472990036,-0.8084996342658997,2.121529304443125
-0.31915488839149475,0.7936237268149853,2.579362604134038
1.8534711794927716,-0.4897060189396143,9.55308817655309
-0.2123852977529168,2.3960240464657545,3.725077272456432
1.2267542192712426,2.4910533893853426,7.304664906307784
0.9628366054967046,0.20078128203749657,4.085555414952597
-1.6995694246143103,-0.03874710202217102,8.601489268183423
1.4087536418810487,1.552914211526513,7.705339745652694
1.6834115721285343,-0.21122941561043262,8.332315318334686
-1.687092219479382,2.16186333168298,10.260563042213267
0.17015060409903526,0.14618173893541098,1.8864283385289686
-0.16120958793908358,0.3390595717355609,2.0336201323728225
-0.7293532667681575,-0.825827275402844,2.3160330302666443
0.1862434009090066,2.379629327915609,3.6869513128496543
-1.5834996299818158,2.724595857784152,9.897607273793437
-1.766755267046392,2.136445772834122,10.9005746349941
-1.4844429455697536,2.429807133972645,8.932415767942452
0.6074925474822521,-0.8402650095522404,1.9135012609497506
